number,year,country,activity,sex,age,fatal_clean,decade,century
63340,2005,USA,Kayaking,Unknown,24.0,0,2000,21
63341,2005,MADAGASCAR,Fishing,M,24.0,0,2000,21
63342,2005,USA,Sea Disaster,M,24.0,0,2000,21
63343,2005,USA,Surfing,M,47.0,0,2000,21
63344,2005,AUSTRALIA,Fishing,M,25.0,0,2000,21
63345,2005,AUSTRALIA,Unknown,Unknown,24.0,0,2000,21
63346,2005,AUSTRALIA,Spearfishing,M,20.0,0,2000,21
63347,2005,AUSTRALIA,Surfing,M,40.0,0,2000,21
63348,2005,USA,Wading,F,70.0,0,2000,21
63349,2005,USA,Surfing,M,52.0,0,2000,21
63350,2005,USA,Surfing,M,37.0,0,2000,21
63351,2005,USA,Unknown,F,24.0,0,2000,21
63352,2005,HONDURAS,SCUBA Diving,F,24.0,0,2000,21
63353,2005,SOUTH AFRICA,Surfing,M,32.0,0,2000,21
63354,2005,AUSTRALIA,Surfing,M,24.0,0,2000,21
63355,2005,VENEZUELA,Surfing,M,24.0,0,2000,21
63356,2005,AUSTRALIA,Snorkeling,M,26.0,1,2000,21
63357,2005,USA,Diving in aquarium display tank,M,45.0,0,2000,21
63358,2005,SOUTH AFRICA,Unknown,M,51.0,0,2000,21
63359,2005,NEW ZEALAND,Fishing,M,24.0,0,2000,21
63360,2005,SOLOMON ISLANDS,Diving,M,24.0,0,2000,21
63361,2005,AUSTRALIA,Swimming,M,18.0,0,2000,21
63362,2005,USA,Spearfishing,M,24.0,0,2000,21
63363,2005,USA,Surfing,M,24.0,0,2000,21
63364,2005,USA,Spearfishing,M,24.0,0,2000,21
63365,2005,BRAZIL,Surfing,M,12.0,0,2000,21
63366,2005,CUBA,Swimming,M,19.0,0,2000,21
63367,2005,AUSTRALIA,Spearfishing,M,24.0,0,2000,21
63368,2005,AUSTRALIA,Attempting to drive shark away from sailing regatta,Unknown,24.0,0,2000,21
63369,2005,NEW ZEALAND,Fishing from a kayak,M,39.0,0,2000,21
63370,2004,SRI LANKA,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",F,11.0,0,2000,21
63371,2004,AUSTRALIA,Scurfing (surfboard being  towed behind a boat),M,18.0,1,2000,21
63372,2004,AUSTRALIA,Spearfishing,M,38.0,1,2000,21
63373,2004,SOUTH AFRICA,Surfing,M,20.0,0,2000,21
63374,2004,SOUTH AFRICA,Playing,M,16.0,0,2000,21
63375,2004,SOUTH AFRICA,Swimming,F,77.0,1,2000,21
63376,2004,USA,Surfing,lli,38.0,0,2000,21
63377,2004,VANUATU,Snorkeling,M,30.0,0,2000,21
63378,2004,NEW CALEDONIA,Diving,Unknown,24.0,0,2000,21
63379,2004,CUBA,Diving,M,40.0,0,2000,21
63380,2004,NEW ZEALAND,Unknown,Unknown,24.0,0,2000,21
63381,2004,SOUTH AFRICA,Chumming for white sharks,M,52.0,0,2000,21
63382,2004,AUSTRALIA,Surfing,M,59.0,0,2000,21
63383,2004,USA,Surfing,M,24.0,0,2000,21
63384,2004,USA,Spearfishing,M,34.0,0,2000,21
63385,2004,SOUTH AFRICA,Surfing,M,34.0,0,2000,21
63386,2004,REUNION,Body boarding,M,15.0,0,2000,21
63387,2004,USA,Surfing,M,16.0,0,2000,21
63388,2004,USA,Surfing,M,40.0,0,2000,21
63389,2004,AUSTRALIA,Spearfishing/ filming,Unknown,24.0,0,2000,21
63390,2004,USA,Surfing,M,26.0,0,2000,21
63391,2004,USA,Surf fishing,M,24.0,0,2000,21
63392,2004,BRAZIL,Swimming,Unknown,24.0,1,2000,21
63393,2004,USA,Jumping,F,17.0,0,2000,21
63394,2004,USA,Walking,F,38.0,0,2000,21
63395,2004,BRAZIL,Bathing,M,24.0,0,2000,21
63396,2004,USA,Surfing,M,24.0,0,2000,21
63397,2004,USA,Diving,M,50.0,1,2000,21
63398,2004,USA,Swimming,M,47.0,0,2000,21
63399,2004,AUSTRALIA,Spearfishing,M,30.0,0,2000,21
63400,2004,SOUTH AFRICA,Fishing,Unknown,24.0,0,2000,21
63401,2004,USA,Surfing,F,20.0,0,2000,21
63402,2004,RUSSIA,Diving & fishing with net,M,24.0,0,2000,21
63403,2004,USA,Surfing,F,28.0,0,2000,21
63404,2004,USA,Swimming,F,13.0,0,2000,21
63405,2004,USA,Swimming,F,19.0,0,2000,21
63406,2004,USA,Wading / fishing & carrying a bag of fish,M,11.0,0,2000,21
63407,2004,AUSTRALIA,Fishing,Unknown,24.0,0,2000,21
63408,2004,JAPAN,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,M,51.0,0,2000,21
63409,2004,AUSTRALIA,Surfing,M,30.0,1,2000,21
63410,2004,EGYPT,Snorkeling,F,24.0,0,2000,21
63411,2004,USA,Wading,M,7.0,0,2000,21
63412,2004,USA,Surfing,M,45.0,0,2000,21
63413,2004,AUSTRALIA,Crayfishing,M,24.0,0,2000,21
63414,2004,USA,In water with diving seabirds,F,24.0,0,2000,21
63415,2004,AUSTRALIA,Body boarding,M,17.0,0,2000,21
63416,2004,USA,Swimming,M,8.0,0,2000,21
63417,2004,SOUTH AFRICA,"Swimming, poaching perlemoen",M,21.0,1,2000,21
63418,2004,USA,Wading,M,16.0,0,2000,21
63419,2004,BRAZIL,Swimming,M,17.0,0,2000,21
63420,2004,USA,Surfing,M,44.0,0,2000,21
63421,2004,USA,Boogie-boarding / swimming,M,9.0,0,2000,21
63422,2004,USA,Swimming,M,9.0,0,2000,21
63423,2004,USA,Unknown,F,9.0,0,2000,21
63424,2004,BRAZIL,Wading,F,24.0,0,2000,21
63425,2004,BAHAMAS,Free diving & spearfishing,M,63.0,0,2000,21
63426,2004,USA,Tandem surfing,M,28.0,0,2000,21
63427,2004,BRAZIL,Swimming,M,22.0,1,2000,21
63428,2004,AUSTRALIA,Diving,M,24.0,0,2000,21
63429,2004,NEW ZEALAND,Fishing,Unknown,24.0,0,2000,21
63430,2004,TONGA,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,24.0,1,2000,21
63431,2004,TONGA,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,24.0,1,2000,21
63432,2004,USA,Surfing,M,57.0,1,2000,21
63433,2004,SOUTH AFRICA,Surfing,M,16.0,0,2000,21
63434,2004,USA,Surfing,F,22.0,0,2000,21
63435,2004,USA,Unknown,M,26.0,0,2000,21
63436,2004,USA,Surfing,M,20.0,0,2000,21
63437,2004,BRAZIL,Body boarding,M,22.0,0,2000,21
63438,2004,USA,Surfing,M,24.0,0,2000,21
63439,2004,REUNION,Surfing,M,20.0,0,2000,21
63440,2004,USA,Swimming,M,61.0,0,2000,21
63441,2004,USA,Snorkeling,F,24.0,0,2000,21
63442,2004,NEW ZEALAND,Spearfishing,M,24.0,0,2000,21
63443,2004,USA,Surfing,M,51.0,0,2000,21
63444,2004,AUSTRALIA,Spearfishing,M,47.0,0,2000,21
63445,2004,BRAZIL,Swimming,M,29.0,1,2000,21
63446,2004,NEW ZEALAND,Surfing,M,15.0,0,2000,21
63447,2004,AUSTRALIA,Swimming,M,24.0,0,2000,21
63448,2004,AUSTRALIA,Free diving & spearfishing,M,31.0,0,2000,21
63449,2004,EGYPT,Snorkeling,M,24.0,1,2000,21
63450,2004,AUSTRALIA,Snorkeling,M,22.0,0,2000,21
63451,2004,AUSTRALIA,Scuba diving,M,46.0,0,2000,21
63452,2004,URUGUAY,Surfing,M,21.0,0,2000,21
63453,2004,NEW ZEALAND,Boogie boarding,M,24.0,0,2000,21
63454,2004,VENEZUELA,Swimming,M,24.0,0,2000,21
63455,2004,VENEZUELA,Spearfishing,M,40.0,0,2000,21
63456,2004,SOUTH AFRICA,Surf skiing,M,24.0,0,2000,21
63457,2004,AUSTRALIA,Diving,M,24.0,0,2000,21
63458,2004,SOUTH AFRICA,Surfing,M,22.0,0,2000,21
63459,2004,NEW ZEALAND,Kayaking (returning from spearfishing),M,24.0,0,2000,21
63460,2004,EGYPT,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,Unknown,24.0,1,2000,21
63461,2004,AUSTRALIA,Surfing,M,24.0,0,2000,21
63462,2003,SOUTH AFRICA,Unknown,Unknown,24.0,0,2000,21
63463,2003,USA,Swimming,M,28.0,0,2000,21
63464,2003,USA,Swimming,M,13.0,0,2000,21
63465,2003,NEW ZEALAND,Swimming / shipwreck,M,45.0,1,2000,21
63466,2003,AUSTRALIA,Surfing amid a shoal of sharks,M,36.0,0,2000,21
63467,2003,AUSTRALIA,Swimming,M,24.0,0,2000,21
63468,2003,AUSTRALIA,Swimming,M,24.0,0,2000,21
63469,2003,SOUTH AFRICA,Spearfishing,M,21.0,1,2000,21
63470,2003,USA,Surfing,F,35.0,0,2000,21
63471,2003,INDIA,Swimming or surfing,M,35.0,0,2000,21
63472,2003,USA,Surfing,M,24.0,0,2000,21
63473,2003,EGYPT,Snorkeling,M,24.0,0,2000,21
63474,2003,SOUTH AFRICA,Surf skiing,Unknown,24.0,0,2000,21
63475,2003,AUSTRALIA,Standing,M,24.0,0,2000,21
63476,2003,PANAMA,Spearfishing,M,24.0,0,2000,21
63477,2003,USA,Surfing,M,18.0,0,2000,21
63478,2003,AUSTRALIA,Surfing,M,22.0,0,2000,21
63479,2003,USA,Surfing,F,13.0,0,2000,21
63480,2003,USA,Surfing,M,46.0,0,2000,21
63481,2003,USA,Snorkeling,M,56.0,0,2000,21
63482,2003,USA,Surfing,M,19.0,0,2000,21
63483,2003,USA,Swimming to shore from boat or kayak,M,24.0,1,2000,21
63484,2003,USA,Surfing,F,24.0,0,2000,21
63485,2003,USA,Surfing,M,18.0,0,2000,21
63486,2003,USA,Surfing,M,30.0,0,2000,21
63487,2003,USA,Sitting on surfboard,M,50.0,0,2000,21
63488,2003,USA,Wading near a fishing net,F,41.0,0,2000,21
63489,2003,FIJI,Wading to shore from his boat,M,40.0,1,2000,21
63490,2003,USA,Surfing,M,16.0,0,2000,21
63491,2003,USA,Surfing,M,21.0,0,2000,21
63492,2003,USA,Surfing,M,19.0,0,2000,21
63493,2003,USA,Surfing,M,17.0,0,2000,21
63494,2003,USA,Surfing,M,30.0,0,2000,21
63495,2003,SOUTH AFRICA,Fishing,Unknown,36.0,0,2000,21
63496,2003,USA,Swimming,F,8.0,0,2000,21
63497,2003,USA,Body boarding,M,18.0,0,2000,21
63498,2003,USA,"Standing, stepped on shark",M,15.0,0,2000,21
63499,2003,SOUTH AFRICA,Body boarding,M,19.0,1,2000,21
63500,2003,USA,Wade-fishing,M,24.0,0,2000,21
63501,2003,USA,Fishing,M,24.0,0,2000,21
63502,2003,USA,"Swimming, wearing black wetsuit & swim fins",F,50.0,1,2000,21
63503,2003,USA,Swimming,M,31.0,0,2000,21
63504,2003,SOUTH AFRICA,Sitting on surfboard,M,16.0,0,2000,21
63505,2003,AUSTRALIA,Surf skiing,M,37.0,0,2000,21
63506,2003,USA,Surfing,M,18.0,0,2000,21
63507,2003,USA,Wading,F,15.0,0,2000,21
63508,2003,BAHAMAS,Spearfishing,M,58.0,0,2000,21
63509,2003,USA,"Walking, carrying surfboard & stepped on shark",M,10.0,0,2000,21
63510,2003,USA,Surfing,M,21.0,0,2000,21
63511,2003,BAHAMAS,Spearfishing,M,39.0,0,2000,21
63512,2003,USA,Spearfishing,M,24.0,0,2000,21
63513,2003,FRENCH POLYNESIA,Spearfishing,M,24.0,0,2000,21
63514,2003,NEW ZEALAND,Snorkeling,M,24.0,0,2000,21
63515,2003,USA,Surfing,M,17.0,0,2000,21
63516,2003,USA,Surfing,M,15.0,0,2000,21
63517,2003,BRAZIL,Unknown,M,24.0,1,2000,21
63518,2003,USA,Standing,F,12.0,0,2000,21
63519,2003,USA,Swimming with pod of dolphins,M,60.0,0,2000,21
63520,2003,USA,Swimming,M,51.0,0,2000,21
63521,2003,USA,Surfing,M,33.0,0,2000,21
63522,2003,USA,Surfing,Unknown,15.0,0,2000,21
63523,2003,USA,Swimming,F,22.0,0,2000,21
63524,2003,USA,Surfing,M,18.0,0,2000,21
63525,2003,USA,Wading,M,22.0,0,2000,21
63526,2003,USA,Swimming,M,20.0,0,2000,21
63527,2003,USA,Surfing,M,34.0,0,2000,21
63528,2003,USA,Walking,F,9.0,0,2000,21
63529,2003,PHILIPPINES,Unknown,Unknown,24.0,0,2000,21
63530,2003,BRAZIL,Killing  sharks,M,24.0,0,2000,21
63531,2003,BRAZIL,Swimming,M,16.0,0,2000,21
63532,2003,BRAZIL,Surfing,M,17.0,0,2000,21
63533,2003,BRAZIL,Swimming,M,7.0,0,2000,21
63534,2003,USA,Surfing,M,36.0,0,2000,21
63535,2003,USA,Surfing,M,17.0,0,2000,21
63536,2003,USA,Surfing,M,30.0,0,2000,21
63537,2003,USA,Surfing,M,23.0,0,2000,21
63538,2003,USA,Surfing,M,18.0,0,2000,21
63539,2003,USA,Jumping,M,11.0,0,2000,21
63540,2003,USA,Surfing,M,12.0,0,2000,21
63541,2003,USA,Swimming (using a float),M,20.0,0,2000,21
63542,2003,VENEZUELA,Surfing,M,28.0,0,2000,21
63543,2003,USA,Surfing,M,24.0,0,2000,21
63544,2003,USA,Surfing,M,50.0,0,2000,21
63545,2003,USA,Petting captive sharks,F,24.0,0,2000,21
63546,2003,NEW ZEALAND,Scuba diving,M,44.0,0,2000,21
63547,2003,AUSTRALIA,Wading,M,37.0,0,2000,21
63548,2003,USA,Swimming,M,54.0,0,2000,21
63549,2003,AUSTRALIA,Swimming,M,24.0,0,2000,21
63550,2003,AUSTRALIA,Swimming,M,84.0,1,2000,21
63551,2003,SOUTH AFRICA,Unknown,M,14.0,0,2000,21
63552,2003,COSTA RICA,Surfing,M,24.0,0,2000,21
63553,2003,AUSTRALIA,Surfing,F,24.0,0,2000,21
63554,2002,AUSTRALIA,Snorkeling,F,18.0,0,2000,21
63555,2002,SOUTH AFRICA,Snorkeling,M,25.0,0,2000,21
63556,2002,AUSTRALIA,Scuba diving,M,26.0,0,2000,21
63557,2002,AUSTRALIA,Swimming,M,11.0,0,2000,21
63558,2002,AUSTRALIA,Swimming,M,23.0,1,2000,21
63559,2002,BRAZIL,Surfing,M,19.0,1,2000,21
63560,2002,MICRONESIA,Scuba diving,M,24.0,0,2000,21
63561,2002,USA,Body boarding,M,48.0,0,2000,21
63562,2002,USA,Swimming,F,34.0,0,2000,21
63563,2002,TURKS & CAICOS,Snorkeling,F,41.0,0,2000,21
63564,2002,USA,Surfing,M,21.0,0,2000,21
63565,2002,USA,Boogie boarding,M,16.0,0,2000,21
63566,2002,FRENCH POLYNESIA,"Fishing, standing in 2' of water",M,52.0,0,2000,21
63567,2002,USA,Swimming,F,60.0,0,2000,21
63568,2002,BRAZIL,Swimming,M,36.0,1,2000,21
63569,2002,USA,Surfing,M,21.0,0,2000,21
63570,2002,USA,Surfing,M,14.0,0,2000,21
63571,2002,USA,Surfing,M,35.0,0,2000,21
63572,2002,USA,Surfing,M,18.0,0,2000,21
63573,2002,USA,Surfing,M,47.0,0,2000,21
63574,2002,USA,Surfing,M,32.0,0,2000,21
63575,2002,USA,Fishing from Surfboard,M,55.0,0,2000,21
63576,2002,USA,Fishing,M,24.0,0,2000,21
63577,2002,TONGA,Swimming,M,24.0,0,2000,21
63578,2002,USA,Boogie boarding or Surfing,M,24.0,0,2000,21
63579,2002,USA,Surfing,M,35.0,0,2000,21
63580,2002,BRAZIL,Swimming,M,19.0,0,2000,21
63581,2002,USA,Body boarding,Unknown,24.0,0,2000,21
63582,2002,SOUTH AFRICA,Surf skiing,M,47.0,0,2000,21
63583,2002,USA,Boogie boarding,M,20.0,0,2000,21
63584,2002,USA,"Wading, when he stepped on the shark",M,36.0,0,2000,21
63585,2002,USA,Surfing,M,16.0,0,2000,21
63586,2002,USA,Swimming,F,29.0,0,2000,21
63587,2002,USA,Surfing,M,27.0,0,2000,21
63588,2002,USA,Surfing,M,15.0,0,2000,21
63589,2002,USA,Standing,M,15.0,0,2000,21
63590,2002,UNITED KINGDOM,Diving,M,30.0,0,2000,21
63591,2002,USA,Standing,M,14.0,0,2000,21
63592,2002,USA,Surfing,M,13.0,0,2000,21
63593,2002,USA,Swimming,F,15.0,0,2000,21
63594,2002,USA,Surfing,M,19.0,0,2000,21
63595,2002,USA,Shark Fishing,M,41.0,1,2000,21
63596,2002,BRAZIL,Surfing,M,22.0,0,2000,21
63597,2002,USA,Standing,F,9.0,0,2000,21
63598,2002,AUSTRALIA,Surfing,M,30.0,0,2000,21
63599,2002,USA,Swimming,F,11.0,0,2000,21
63600,2002,INDONESIA,Unknown,Unknown,24.0,0,2000,21
63601,2002,PAPUA NEW GUINEA,Unknown,Unknown,24.0,0,2000,21
63602,2002,PAPUA NEW GUINEA,Attempting to retreive a dinghy,Unknown,24.0,1,2000,21
63603,2002,USA,Sitting on surfboard,Unknown,24.0,0,2000,21
63604,2002,USA,Surfing,M,28.0,0,2000,21
63605,2002,USA,Surfing,M,50.0,0,2000,21
63606,2002,USA,Swimming,M,10.0,0,2000,21
63607,2002,SOUTH AFRICA,Snorkeling (filming the sardine run),M,50.0,0,2000,21
63608,2002,USA,Surfing,M,24.0,0,2000,21
63609,2002,USA,Floating on a raft,M,16.0,0,2000,21
63610,2002,USA,"Fishing, removing the shark from his line",M,55.0,0,2000,21
63611,2002,USA,Playing in the surf with his 2 dogs,M,35.0,0,2000,21
63612,2002,COSTA RICA,Surfing,M,24.0,0,2000,21
63613,2002,PAPUA NEW GUINEA,Collecting beche-de-mer,M,14.0,0,2000,21
63614,2002,USA,Fishing,M,31.0,0,2000,21
63615,2002,BRAZIL,Surfing,M,40.0,0,2000,21
63616,2002,AUSTRALIA,Fishing from prawn trawler,M,20.0,0,2000,21
63617,2002,AUSTRALIA,Scallop diving (using surface-supplied air & a POD),M,23.0,1,2000,21
63618,2002,AUSTRALIA,Fishing (Drowned 2-Apr-2002),M,52.0,0,2000,21
63619,2002,USA,"Surfing, but standing in water alongside board",M,34.0,0,2000,21
63620,2002,USA,Surfing,M,28.0,0,2000,21
63621,2002,AUSTRALIA,Swimming,M,45.0,0,2000,21
63622,2002,BAHAMAS,Standing,M,43.0,0,2000,21
63623,2002,USA,Wading,M,41.0,0,2000,21
63624,2002,USA,Swimming / Wading,M,29.0,0,2000,21
63625,2002,USA,Body-boarding,M,17.0,0,2000,21
63626,2002,USA,Wading,F,11.0,0,2000,21
63627,2002,BRAZIL,Swimming,M,16.0,1,2000,21
63628,2002,USA,Swimming /  boogie boarding,M,20.0,0,2000,21
63629,2002,USA,Snorkeling,M,39.0,0,2000,21
63630,2002,USA,Surfing,M,31.0,0,2000,21
63631,2002,NEW CALEDONIA,Spearfishing,M,44.0,0,2000,21
63632,2002,TURKS & CAICOS,Capsized fishing boat,M,24.0,1,2000,21
63633,2002,AUSTRALIA,Surfing,M,30.0,0,2000,21
63634,2002,FIJI,Unknown,M,15.0,1,2000,21
63635,2002,AUSTRALIA,Kayaking,M,35.0,0,2000,21
63636,2002,AUSTRALIA,Surfing,M,20.0,0,2000,21
63637,2002,AUSTRALIA,Swimming,M,32.0,0,2000,21
63638,2002,SOUTH AFRICA,Fishing,M,16.0,0,2000,21
63639,2002,BRAZIL,Swimming,Unknown,24.0,1,2000,21
63640,2002,SOUTH AFRICA,Surf skiing,M,26.0,0,2000,21
63641,2002,USA,Snorkeling,M,35.0,0,2000,21
63642,2001,AUSTRALIA,Surfing,M,36.0,0,2000,21
63643,2001,AUSTRALIA,Surfing,M,49.0,0,2000,21
63644,2001,USA,Surfing,Unknown,24.0,0,2000,21
63645,2001,AUSTRALIA,Surf-skiing,M,24.0,0,2000,21
63646,2001,SOUTH AFRICA,Kite-Boarding,M,24.0,0,2000,21
63647,2001,AUSTRALIA,Snorkeling,F,20.0,0,2000,21
63648,2001,MEXICO,Body surfing,M,26.0,0,2000,21
63649,2001,AUSTRALIA,Unknown,M,31.0,0,2000,21
63650,2001,USA,"Surfing, fell off surfboard & stepped on the shark.",M,21.0,0,2000,21
63651,2001,USA,Surfing,M,14.0,0,2000,21
63652,2001,USA,Wreck / Technical diving,M,42.0,1,2000,21
63653,2001,USA,Boogie boarding,M,6.0,0,2000,21
63654,2001,USA,Surfing,M,16.0,0,2000,21
63655,2001,UNITED KINGDOM,Diving,M,24.0,0,2000,21
63656,2001,USA,Fishing,M,44.0,0,2000,21
63657,2001,USA,Walking in shallows,M,13.0,0,2000,21
63658,2001,USA,Swimming,F,24.0,0,2000,21
63659,2001,USA,Swimming,M,28.0,1,2000,21
63660,2001,USA,Swimming,F,23.0,0,2000,21
63661,2001,USA,Wading,M,20.0,0,2000,21
63662,2001,USA,Swimming,M,10.0,1,2000,21
63663,2001,BAHAMAS,Spearfishing,M,44.0,0,2000,21
63664,2001,USA,Standing,F,29.0,0,2000,21
63665,2001,USA,Wading,M,69.0,0,2000,21
63666,2001,USA,Boogie Boarding,M,18.0,0,2000,21
63667,2001,USA,Boogie Boarding,M,18.0,0,2000,21
63668,2001,USA,Surfing,M,17.0,0,2000,21
63669,2001,USA,Surfing,M,27.0,0,2000,21
63670,2001,USA,Surfing,M,32.0,0,2000,21
63671,2001,USA,Surfing,F,17.0,0,2000,21
63672,2001,USA,Surfing,F,17.0,0,2000,21
63673,2001,USA,Surfing,M,20.0,0,2000,21
63674,2001,USA,Surfing,M,19.0,0,2000,21
63675,2001,USA,Surfing,M,19.0,0,2000,21
63676,2001,BAHAMAS,Spearfishing,M,43.0,0,2000,21
63677,2001,THAILAND,Fell off banana boat,M,21.0,0,2000,21
63678,2001,USA,Unknown,F,24.0,0,2000,21
63679,2001,BAHAMAS,Swimming,M,36.0,0,2000,21
63680,2001,ITALY,Fishing,Unknown,24.0,0,2000,21
63681,2001,USA,Unknown,F,24.0,0,2000,21
63682,2001,USA,Unknown,M,24.0,0,2000,21
63683,2001,USA,Unknown,F,24.0,0,2000,21
63684,2001,USA,Fishing,Unknown,24.0,0,2000,21
63685,2001,USA,Surfing,M,48.0,0,2000,21
63686,2001,USA,Boogie boarding,M,18.0,0,2000,21
63687,2001,MEXICO,Surfing,M,42.0,0,2000,21
63688,2001,USA,Swimming,M,8.0,0,2000,21
63689,2001,USA,Unknown,Unknown,24.0,0,2000,21
63690,2001,USA,Floating face-down in knee-deep water,M,35.0,0,2000,21
63691,2001,USA,Swimming,M,14.0,0,2000,21
63692,2001,USA,Spearfishing,M,52.0,0,2000,21
63693,2001,AUSTRALIA,Hiking on the beach,M,75.0,0,2000,21
63694,2001,USA,Wading,F,29.0,0,2000,21
63695,2001,USA,Unknown,M,16.0,0,2000,21
63696,2001,USA,Swimming,M,11.0,0,2000,21
63697,2001,USA,Swimming,M,24.0,0,2000,21
63698,2001,PHILIPPINES,Shark fishing,M,24.0,0,2000,21
63699,2001,MADAGASCAR,Unknown,M,24.0,0,2000,21
63700,2001,SOUTH AFRICA,Surfing,M,26.0,0,2000,21
63701,2001,AUSTRALIA,Surfing,M,33.0,0,2000,21
63702,2001,USA,Surfing,M,45.0,0,2000,21
63703,2001,FIJI,"Spearfishing, carrying his catch",M,24.0,1,2000,21
63704,2001,USA,Boogie boarding,M,14.0,0,2000,21
63705,2001,USA,Surfing,M,16.0,0,2000,21
63706,2001,USA,Surfing,M,12.0,0,2000,21
63707,2001,USA,Unknown,M,30.0,0,2000,21
63708,2001,USA,Surfing,M,38.0,0,2000,21
63709,2001,USA,Surfing,M,21.0,0,2000,21
63710,2001,USA,Body boarding,M,12.0,0,2000,21
63711,2001,USA,Surfing,M,22.0,0,2000,21
63712,2001,USA,Surfing,M,19.0,0,2000,21
63713,2001,USA,Surfing,M,22.0,0,2000,21
63714,2001,USA,Surfing,M,24.0,0,2000,21
63715,2001,USA,Surfing,Unknown,16.0,0,2000,21
63716,2001,SOUTH AFRICA,Surfing,M,46.0,0,2000,21
63717,2001,AUSTRALIA,Snorkeling,M,24.0,0,2000,21
63718,2001,USA,Standing alongside surfboard,M,26.0,0,2000,21
63719,2001,BRAZIL,Batin,F,12.0,0,2000,21
63720,2001,AUSTRALIA,Surfing,M,40.0,0,2000,21
63721,2001,USA,Body-boarding,M,24.0,0,2000,21
63722,2001,USA,Surfing,M,24.0,0,2000,21
63723,2001,BRAZIL,Attempting to catch a crocodile,M,12.0,0,2000,21
63724,2001,BRAZIL,Swimming,M,20.0,1,2000,21
63725,2001,CARIBBEAN SEA,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,Unknown,24.0,1,2000,21
63726,2001,AUSTRALIA,Fishing for whiting,Unknown,24.0,0,2000,21
63727,2001,MALAYSIA,Unknown,F,24.0,0,2000,21
63728,2001,AUSTRALIA,Surfing,M,40.0,0,2000,21
63729,2001,AUSTRALIA,Kayaking,M,35.0,0,2000,21
63730,2001,CUBA,Swimming,F,55.0,0,2000,21
63731,2001,AUSTRALIA,Fishing,Unknown,24.0,0,2000,21
63732,2001,USA,Surfing,M,24.0,0,2000,21
63733,2001,NEW ZEALAND,Kayaking,M,24.0,0,2000,21
63734,2000,AUSTRALIA,Scuba diving,M,23.0,0,2000,20
63735,2000,FIJI,Swimming back from anchored sailboat,M,47.0,1,2000,20
63736,2000,AUSTRALIA,Fishing for whiting,Unknown,24.0,0,2000,20
63737,2000,CANADA,Diving for sea urchins,M,30.0,0,2000,20
63738,2000,AUSTRALIA,Spearfishing,M,38.0,0,2000,20
63739,2000,NEW ZEALAND,Surfing,F,24.0,1,2000,20
63740,2000,AUSTRALIA,Diving (shell maintenance),M,28.0,0,2000,20
63741,2000,AUSTRALIA,Shipwrecked,M,47.0,0,2000,20
63742,2000,USA,Swimming,M,73.0,0,2000,20
63743,2000,USA,Walking,F,27.0,0,2000,20
63744,2000,AUSTRALIA,Swimming,M,52.0,0,2000,20
63745,2000,AUSTRALIA,Swimming,M,49.0,1,2000,20
63746,2000,USA,Surfing,M,27.0,0,2000,20
63747,2000,AUSTRALIA,Fishing,Unknown,31.0,0,2000,20
63748,2000,USA,Surfing,M,23.0,0,2000,20
63749,2000,USA,Swimming / snorkeling,F,56.0,0,2000,20
63750,2000,USA,Swimming,M,69.0,0,2000,20
63751,2000,USA,Surfing,M,17.0,0,2000,20
63752,2000,USA,Surfing,M,23.0,0,2000,20
63753,2000,USA,Body surfing,M,11.0,0,2000,20
63754,2000,USA,Surfing,M,24.0,0,2000,20
63755,2000,USA,Sitting on surfboard,M,24.0,0,2000,20
63756,2000,AUSTRALIA,Surfing,M,17.0,1,2000,20
63757,2000,AUSTRALIA,Surfing,M,25.0,1,2000,20
63758,2000,AUSTRALIA,Fell onto dead shark,M,12.0,0,2000,20
63759,2000,OKINAWA,Surfing,M,31.0,1,2000,20
63760,2000,USA,Unknown,Unknown,24.0,0,2000,20
63761,2000,USA,Standing / surfing,M,49.0,0,2000,20
63762,2000,USA,Surfing,F,26.0,0,2000,20
63763,2000,USA,Swimming / Body surfing,M,25.0,0,2000,20
63764,2000,USA,Swimming,M,8.0,0,2000,20
63765,2000,SOUTH AFRICA,Free diving,M,48.0,0,2000,20
63766,2000,TANZANIA,Swimming,M,28.0,1,2000,20
63767,2000,USA,Wading,M,40.0,0,2000,20
63768,2000,REUNION,Surfing,M,27.0,0,2000,20
63769,2000,TANZANIA,Swimming,Unknown,24.0,1,2000,20
63770,2000,USA,Swimming,M,47.0,0,2000,20
63771,2000,USA,Jumped into the water,M,69.0,1,2000,20
63772,2000,USA,Conducting research,M,24.0,0,2000,20
63773,2000,USA,Swimming out to porpoises,M,24.0,0,2000,20
63774,2000,USA,"Windsurfing, but sitting on his board",M,53.0,0,2000,20
63775,2000,USA,Surfing / Wading,M,27.0,0,2000,20
63776,2000,USA,Standing,F,44.0,0,2000,20
63777,2000,USA,Swimming,M,24.0,0,2000,20
