,index,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
30182,30182,17670855,WILLIAMSBURG PRIME BROOKLYN PRIVATE APT NEAR WATER,92779047030,verified,Doug,Brooklyn,Williamsburg,40.71703,-73.96509,United States,US,False,flexible,Entire home/apt,2022.0,$822 ,$164 ,31.0,11.0
30183,30183,17671407,spacious house near Laguardia/2.blocks from train,9565038967,unconfirmed,Tashi,Queens,Jackson Heights,40.75159,-73.89437,United States,US,False,strict,Entire home/apt,2008.0,"$1,076 ",$215 ,2.0,39.0
30184,30184,17671959,Sunny Williamsburg Apt (1 month min stay),72828751684,verified,Mary,Brooklyn,Williamsburg,40.71225,-73.95757,United States,US,True,moderate,Private room,2008.0,$409 ,$82 ,28.0,5.0
30185,30185,17672512,Live Like a Local in East Williamsburg Studio Apt,73565136248,unconfirmed,Melissa,Brooklyn,Williamsburg,40.70529,-73.93883,United States,US,False,moderate,Entire home/apt,2020.0,$441 ,$88 ,4.0,2.0
30186,30186,17673064,Your own relaxing 1-bedroom in Bushwick/Bedstuy!,87104414053,unconfirmed,Bingham,Brooklyn,Bushwick,40.69029,-73.92277,United States,US,True,moderate,Entire home/apt,2012.0,$461 ,$92 ,3.0,8.0
30187,30187,17673616,Lower East Side Oasis,2247044983,unconfirmed,Dan,Manhattan,Lower East Side,40.7196,-73.98133,United States,US,True,strict,Entire home/apt,2006.0,$51 ,$10 ,3.0,30.0
30188,30188,17674168,Trendy Bushwick Place (in Brooklyn),60110512670,unconfirmed,Natalie,Brooklyn,Bushwick,40.6858,-73.90734,United States,US,True,strict,Entire home/apt,2005.0,$398 ,$80 ,2.0,70.0
30189,30189,17674721,20 w 53Rd st full furnished 2BR,87343561814,verified,Raymond,Manhattan,Midtown,40.76126,-73.97628,United States,US,True,moderate,Entire home/apt,2004.0,$722 ,$144 ,180.0,0.0
30190,30190,17675273,Williamsburg Loft with Garden,32037323059,verified,Andre,Brooklyn,Williamsburg,40.7186,-73.95997,United States,US,False,flexible,Entire home/apt,2016.0,$208 ,$42 ,2.0,9.0
30191,30191,17675825,Spacious and Serene in Manhattan!  2 beds,35642505033,unconfirmed,Tanya,Manhattan,Washington Heights,40.84664,-73.93977,United States,US,False,flexible,Entire home/apt,2003.0,"$1,053 ",$211 ,2.0,3.0
30192,30192,17676378,Cozy room,57739579288,verified,Patricia,Staten Island,Mariners Harbor,40.63179,-74.16122,United States,US,False,strict,Private room,2017.0,$573 ,$115 ,5.0,1.0
30193,30193,17676930,"*Great room, good location, 20 mins to Manhattan",60219996878,verified,Svetlana,Brooklyn,Bath Beach,40.60444,-74.01725,United States,US,False,strict,Private room,2006.0,$883 ,$177 ,4.0,24.0
30194,30194,17677482,Inspiring & Tranquil Experience,62955222166,verified,Matt,Manhattan,Upper West Side,40.78648,-73.97923,United States,US,True,flexible,Shared room,2008.0,$105 ,$21 ,1.0,34.0
30195,30195,17678035,Basement studio with half bathroom,96937364941,unconfirmed,Victor,Brooklyn,Bedford-Stuyvesant,40.68231,-73.91252,United States,US,False,strict,Private room,2005.0,$507 ,$101 ,7.0,0.0
30196,30196,17678587,"Spacious Rooms 10 minutes to LGA , 15 min. to city",62879444513,unconfirmed,Kimberly,Queens,Woodside,40.74371,-73.90877,United States,US,True,flexible,Private room,2010.0,$853 ,$171 ,1.0,2.0
30197,30197,17679139,Charming and Cozy Two-Bedroom,29838183310,verified,Hollis,Manhattan,Harlem,40.82932,-73.94575,United States,US,False,moderate,Entire home/apt,2021.0,$708 ,$142 ,3.0,2.0
30198,30198,17679691,T-Square Stylish 1 Bedroom,56902224658,unconfirmed,Maxime,Manhattan,Hell's Kitchen,40.7623,-73.99096,United States,US,False,strict,Entire home/apt,2021.0,$695 ,$139 ,4.0,27.0
30199,30199,17680244,Private Room in Shared Apt in Greenwich Village,83969863530,verified,Andrée,Manhattan,Greenwich Village,40.72765,-73.99881,United States,US,False,strict,Private room,2012.0,"$1,145 ",$229 ,1.0,1.0
30200,30200,17680796,55 Blue Room Star Studio Apt merged Quiet Cave,15394124138,verified,Tyni,Manhattan,East Harlem,40.79497,-73.9477,United States,US,True,moderate,Entire home/apt,2019.0,"$1,134 ",$227 ,1.0,7.0
30201,30201,17681348,2 Story PRIVATE Duplex/Elevator Building in NoMad,91292972885,verified,C,Manhattan,Kips Bay,40.74121,-73.98139,United States,US,False,strict,Entire home/apt,2008.0,$979 ,$196 ,1.0,66.0
30202,30202,17681901,Cultured NYC!,42797648938,verified,Mariela,Bronx,Fordham,40.85655,-73.90377,United States,US,True,moderate,Private room,2014.0,$933 ,$187 ,2.0,31.0
30203,30203,17682453,Heart of Park Slope,25679588614,verified,Summer,Brooklyn,Park Slope,40.67289,-73.98316,United States,US,True,strict,Private room,2005.0,$95 ,$19 ,2.0,0.0
30204,30204,17683005,Room in the Safest Neighborhood of Staten Island!,82176569164,verified,Oswaldo,Staten Island,Silver Lake,40.62422,-74.09316,United States,US,True,strict,Private room,2004.0,$826 ,$165 ,3.0,90.0
30205,30205,17683558,MY HOUSE ON NEW YORK!! CLOSE TO JFK AND LGA,8092950313,unconfirmed,Charlie,Queens,Woodhaven,40.69907,-73.85161,United States,US,False,moderate,Shared room,2009.0,$367 ,$73 ,1.0,45.0
30206,30206,17684110,Astoria 48 street and 30 ave ny,92010515845,unconfirmed,Eliahu,Queens,Astoria,40.76165,-73.90839,United States,US,False,moderate,Entire home/apt,2017.0,$499 ,$100 ,6.0,11.0
30207,30207,17684662,The Bungalow at Bedford Avenue (Williamsburg),80408750963,verified,Luke,Brooklyn,Williamsburg,40.71794,-73.9595,United States,US,False,flexible,Entire home/apt,2005.0,$938 ,$188 ,6.0,11.0
30208,30208,17685214,Ultimate NYC experience at a fraction of the cost!,47564706812,verified,Aakash,Manhattan,Upper East Side,40.76125,-73.96449,United States,US,False,moderate,Private room,2007.0,$67 ,$13 ,1.0,0.0
30209,30209,17685767,Trendy Private Harlem Room - Plants & Light!,32560049480,verified,Keah,Manhattan,Harlem,40.81367,-73.95133,United States,US,False,strict,Private room,2014.0,$880 ,$176 ,2.0,25.0
30210,30210,17686319,UWS Brownstone - Near Central Park/Lincoln Center,67030903711,unconfirmed,Nate,Manhattan,Upper West Side,40.77839,-73.97613,United States,US,False,strict,Private room,2011.0,$985 ,$197 ,4.0,53.0
30211,30211,17686871,Light filled Cosy room is Brooklyn,92746407886,unconfirmed,Kosha,Brooklyn,Bedford-Stuyvesant,40.69028,-73.95195,United States,US,True,moderate,Private room,2010.0,$909 ,$182 ,1.0,2.0
30212,30212,17687424,Simple Nice Private Bedroom in Hamilton Heights,55640542843,verified,Bridget,Manhattan,Harlem,40.82826,-73.94589,United States,US,False,flexible,Private room,2019.0,"$1,000 ",$200 ,2.0,8.0
30213,30213,17687976,Modern clean Apt-close to LGA & Manhattan,20572156097,unconfirmed,Santosh,Queens,Jackson Heights,40.75363,-73.88151,United States,US,True,strict,Entire home/apt,2006.0,$357 ,$71 ,2.0,70.0
30214,30214,17688528,"Private Bdrm in Huge Apt mins to Manhtn,JFK,LGA!",54239801467,unconfirmed,Nataly,Queens,Sunnyside,40.73739,-73.92397,United States,US,True,strict,Private room,2021.0,"$1,087 ",$217 ,1.0,2.0
30215,30215,17689081,2 bedrooms apartment 10 minutes from Manhattan,71977196949,verified,Jasmine,Queens,Long Island City,40.76506,-73.93234,United States,US,True,strict,Entire home/apt,2014.0,$690 ,$138 ,15.0,1.0
30216,30216,17689633,Luxurious Private Bed& Bath In NYC-Weekly Discount,2771054457,unconfirmed,J & T,Manhattan,Washington Heights,40.8347,-73.94487,United States,US,False,strict,Private room,2017.0,$717 ,$143 ,3.0,27.0
30217,30217,17690185,San Carlos Hotel Garden Terrace Penthouse- up to 4,72963333993,verified,Janet,Manhattan,Midtown,40.75664,-73.97191,United States,US,True,flexible,Private room,2019.0,$85 ,$17 ,1.0,0.0
30218,30218,17690737,Private Room in Charming Two Bedroom Apartment,97096008148,unconfirmed,Sophia,Manhattan,Little Italy,40.71848,-73.99756,United States,US,True,moderate,Private room,2011.0,$793 ,$159 ,1.0,8.0
30219,30219,17691290,"HARLEM HOME AWAY FROM HOME , SHORT - EXTENDED STAY",33604907303,verified,Judith,Manhattan,Harlem,40.80497,-73.94952,United States,US,True,flexible,Private room,2003.0,$336 ,$67 ,1.0,7.0
30220,30220,17691842,☀ Beautiful & Quiet ☀TIMES SQUARE ☀ 2 BDR Apt ☀,30771598068,verified,Rob,Manhattan,Hell's Kitchen,40.76155,-73.98687,United States,US,False,flexible,Entire home/apt,2004.0,$480 ,$96 ,2.0,71.0
30221,30221,17692394,"One stop from Manhattan, great area, private bd/br",91763044654,verified,Katya,Queens,Long Island City,40.74825,-73.94095,United States,US,True,flexible,Private room,2021.0,$634 ,$127 ,2.0,3.0
30222,30222,17692947,Trendy Brooklyn Room - 20mins from Manhattan,35079870493,verified,Lisa& Jonathan,Brooklyn,Gowanus,40.67104,-73.99362,United States,US,False,moderate,Private room,2017.0,$267 ,$53 ,1.0,133.0
30223,30223,17693499,"Bright, Shared Living Room in our Beautiful Home!",55923657746,verified,Megan,Brooklyn,Cypress Hills,40.67833,-73.89338,United States,US,True,moderate,Shared room,2015.0,$158 ,$32 ,1.0,25.0
30224,30224,17694051,"SHARE;Cheapest,Silent,Clean and Safe in New York",21443970226,verified,Erin V.,Queens,Sunnyside,40.73307,-73.91995,United States,US,True,flexible,Shared room,2018.0,"$1,165 ",$233 ,1.0,51.0
30225,30225,17694604,Cool Downtown Apartment in Great Location,24659164694,unconfirmed,Haifa,Manhattan,Lower East Side,40.71331,-73.99015,United States,US,True,flexible,Entire home/apt,2014.0,$997 ,$199 ,4.0,7.0
30226,30226,17695156,Williamsburg Oasis,5614218128,unconfirmed,Anika,Brooklyn,Williamsburg,40.71707,-73.95982,United States,US,False,flexible,Private room,2003.0,$432 ,$86 ,3.0,46.0
30227,30227,17695708,Welcoming House near Verrazano Bridge,59898960045,verified,Basia,Staten Island,Shore Acres,40.60809,-74.0727,United States,US,True,strict,Entire home/apt,2007.0,$917 ,$183 ,2.0,51.0
30228,30228,17696260,Cozy E. Williamsburg 3-bedroom apt! (Bedroom 2),7271074325,verified,Isabelle,Brooklyn,Williamsburg,40.70742,-73.93754,United States,US,True,flexible,Private room,2021.0,$822 ,$164 ,5.0,1.0
30229,30229,17696813,Bedroom + Private bathroom in Williamsburg!,82673433876,verified,Anna,Brooklyn,Williamsburg,40.70744,-73.94681,United States,US,True,flexible,Private room,2014.0,$850 ,$170 ,1.0,0.0
30230,30230,17697365,Cosy and comfortable 2 Bdrm with Outdoor Space,98290543551,unconfirmed,Ed And Heather,Brooklyn,Bushwick,40.69374,-73.912,United States,US,True,strict,Entire home/apt,2022.0,$677 ,$135 ,2.0,45.0
30231,30231,17697917,Enormous 10 foot ceiling Bushwick room,21399267265,verified,Lakisha,Brooklyn,Bushwick,40.68708,-73.91237,United States,US,True,strict,Private room,2009.0,$926 ,$185 ,1.0,10.0
30232,30232,17698470,"Lovely West Harlem Duplex, Comfortably Sleeps 4",4616948319,verified,Kinda,Manhattan,Harlem,40.80381,-73.95055,United States,US,True,strict,Entire home/apt,2007.0,"$1,183 ",$237 ,10.0,10.0
30233,30233,17699022,SHARE;CHEAPEST;Pure;Cozy;Safe;Silent IN NEW YORK,98553953146,verified,Erin V.,Queens,Sunnyside,40.73272,-73.91826,United States,US,False,moderate,Shared room,2013.0,$829 ,$166 ,1.0,36.0
30234,30234,17699574,SHARE;SAFE;CHEAPEST;15 MIN TO HEART OF MANHATTAN.,83146280351,unconfirmed,Erin V.,Queens,Sunnyside,40.73291,-73.9196,United States,US,False,strict,Shared room,2005.0,$551 ,$110 ,1.0,41.0
30235,30235,17700127,Zen very well located in Chelsea studio,3698029177,unconfirmed,Tatiane,Manhattan,Chelsea,40.73981,-74.00031,United States,US,True,strict,Entire home/apt,2010.0,"$1,082 ",$216 ,7.0,3.0
30236,30236,17700679,Cozy 2,36509999205,verified,John,Brooklyn,East New York,40.66122,-73.88672,United States,US,False,moderate,Private room,2022.0,$151 ,$30 ,3.0,23.0
30237,30237,17701231,"upper west side, 15' from Colombia, calm & light",33028385244,unconfirmed,Seb,Manhattan,Washington Heights,40.85265,-73.93247,United States,US,True,moderate,Private room,2005.0,$435 ,$87 ,20.0,1.0
30238,30238,17701783,Warm room for nice people in Bensonhurst !,40052767017,unconfirmed,Viktoria,Brooklyn,Gravesend,40.60687,-73.98349,United States,US,True,strict,Private room,2021.0,"$1,123 ",$225 ,1.0,0.0
30239,30239,17702336,Chateau Upon Metro - large sunny 1bd near train,32289546449,verified,Anthony,Brooklyn,Kensington,40.64588,-73.97831,United States,US,True,flexible,Private room,2018.0,$124 ,$25 ,2.0,0.0
30240,30240,17702888,Room in crown heights,44447807509,unconfirmed,Karina,Brooklyn,Crown Heights,40.66916,-73.9371,United States,US,True,strict,Private room,2006.0,$484 ,$97 ,1.0,8.0
30241,30241,17703440,It's Always Sunny in Williamsburg (2)!,74337377232,verified,Lauren & Chelsea,Brooklyn,Williamsburg,40.71474,-73.95476,United States,US,False,moderate,Private room,2004.0,$397 ,$79 ,1.0,58.0
30242,30242,17703993,Sun-drenched Artist Loft,28533908087,unconfirmed,Sihan,Brooklyn,Bushwick,40.69273,-73.90719,United States,US,False,strict,Private room,2012.0,$685 ,$137 ,3.0,0.0
30243,30243,17704545,Chic + Bright One Bedrooom Apartment,96435876274,unconfirmed,Chanae,Manhattan,East Harlem,40.7876,-73.94139,United States,US,False,strict,Entire home/apt,2008.0,$314 ,$63 ,3.0,15.0
30244,30244,17705097,THE SNUG Luxury Hotel Studio at 56th/Park,2853364842,verified,K.C.,Manhattan,Midtown,40.75978,-73.97159,United States,US,True,flexible,Entire home/apt,2013.0,$742 ,$148 ,30.0,48.0
30245,30245,17705650,"Beautiful large space in Jackson Heights, Queens!",39149243347,unconfirmed,Elizabeth,Queens,Elmhurst,40.74443,-73.88613,United States,US,False,flexible,Private room,2015.0,"$1,054 ",$211 ,2.0,3.0
30246,30246,17706202,"Huge Chic LOFT, Natural Sunlight,  Balcony!",10079134263,unconfirmed,Ethan,Manhattan,East Village,40.73214,-73.98783,United States,US,True,flexible,Entire home/apt,2019.0,$133 ,$27 ,3.0,4.0
30247,30247,17706754,KING SIZED BEDROOM in SoHo,90255274325,unconfirmed,Nini,Manhattan,Greenwich Village,40.72774,-74.00161,United States,US,False,strict,Private room,2009.0,$687 ,$137 ,2.0,2.0
30248,30248,17707306,"1BD apartment in Clinton Hill, Brooklyn",2206740941,unconfirmed,Isabel,Brooklyn,Clinton Hill,40.68969,-73.96682,United States,US,False,flexible,Entire home/apt,2004.0,$481 ,$96 ,3.0,6.0
30249,30249,17707859,Spacious bright room in 2 bedroom apartment,39857065480,unconfirmed,Yaakov,Brooklyn,Crown Heights,40.66505,-73.95445,United States,US,False,flexible,Private room,2014.0,$851 ,$170 ,3.0,1.0
30250,30250,17708411,Brooklyn private attic in a circus home,90159794047,verified,Yoni,Brooklyn,Cypress Hills,40.67853,-73.88991,United States,US,False,moderate,Private room,2017.0,"$1,086 ",$217 ,1.0,17.0
30251,30251,17708963,Beautiful place in historic Bed Stuy neighborhood,81044358133,verified,Mark,Brooklyn,Bedford-Stuyvesant,40.68352,-73.92557,United States,US,True,flexible,Entire home/apt,2022.0,"$1,144 ",$229 ,2.0,21.0
30252,30252,17709516,Sofa Bed in middle of East Village (St marks),48000840084,verified,Ahmad,Manhattan,East Village,40.72831,-73.98873,United States,US,False,flexible,Shared room,2013.0,$912 ,$182 ,1.0,40.0
30253,30253,17710068,Manhattan clean. warm. safe room / 6 train,26621530397,unconfirmed,Chanhee,Manhattan,East Harlem,40.7975,-73.93556,United States,US,False,moderate,Private room,2016.0,$175 ,$35 ,1.0,61.0
30254,30254,17710620,New York Queen's East Elmhurst  (whole Basement),27020893583,verified,Charlotte,Queens,East Elmhurst,40.75857,-73.89298,United States,US,False,moderate,Private room,2012.0,"$1,016 ",$203 ,2.0,31.0
30255,30255,17711173,Beautiful Bed Stuy Garden Apartment,51509098812,verified,Malika,Brooklyn,Bedford-Stuyvesant,40.68861,-73.92941,United States,US,False,strict,Entire home/apt,2021.0,$942 ,$188 ,4.0,44.0
30256,30256,17711725,Beautiful cozy full 1 bedroom suite/apartment,64228375582,verified,Rezaur,Queens,Ozone Park,40.67984,-73.84403,United States,US,True,strict,Entire home/apt,2009.0,"$1,123 ",$225 ,1.0,35.0
30257,30257,17712277,Manhattan Studio Apt Queen bed & Sofabed loveseat,3726053322,unconfirmed,Jenny,Manhattan,Harlem,40.81809,-73.94168,United States,US,True,flexible,Entire home/apt,2018.0,$235 ,$47 ,2.0,37.0
30258,30258,17712829,SHOOTS ONLY -- Large Sunny loft in Williamsburg,87703916963,verified,V,Brooklyn,Williamsburg,40.71782,-73.96318,United States,US,False,moderate,Entire home/apt,2005.0,$765 ,$153 ,1.0,0.0
30259,30259,17713382,"Enjoy this vast, chic apt, 15-to-Midtown w/Kingbed",88484531451,verified,Jason,Manhattan,Washington Heights,40.83921,-73.93535,United States,US,True,strict,Entire home/apt,2010.0,$155 ,$31 ,4.0,10.0
30260,30260,17713934,SHOOTS ONLY - Eclectic Artist Loft in Williamsburg,89041404088,unconfirmed,V,Brooklyn,Williamsburg,40.71846,-73.9616,United States,US,True,moderate,Entire home/apt,2012.0,$177 ,$35 ,1.0,0.0
30261,30261,17714486,SHOOTS ONLY - Huge Artist loft in Williamsburg,11751356045,verified,V,Brooklyn,Williamsburg,40.71653,-73.96276,United States,US,True,strict,Entire home/apt,2013.0,$526 ,$105 ,1.0,0.0
30262,30262,17715039,"""Grandma Chic"" Brooklyn Apartment... Williamsburg",57222388879,verified,Katie,Brooklyn,Williamsburg,40.71536,-73.94058,United States,US,True,strict,Private room,2008.0,$78 ,$16 ,5.0,6.0
30263,30263,17715591,Big Private Room in the Hudson Yards Area,74418090183,unconfirmed,Arturo,Manhattan,Chelsea,40.75272,-73.99682,United States,US,True,strict,Private room,2009.0,$335 ,$67 ,1.0,19.0
30264,30264,17716143,Light-drenched apartment - heart of Greenpoint,28974580850,unconfirmed,Belen,Brooklyn,Greenpoint,40.7286,-73.95169,United States,US,True,moderate,Private room,2007.0,$772 ,$154 ,2.0,0.0
30265,30265,17716696,Designer's gem on Ludlow Street,80681164629,verified,Tia,Manhattan,Lower East Side,40.72257,-73.98884,United States,US,False,flexible,Entire home/apt,2021.0,$267 ,$53 ,1.0,4.0
30266,30266,17717248,Modern Townhouse Apartment in Brooklyn,9860362457,verified,Sunny,Brooklyn,Bedford-Stuyvesant,40.68475,-73.92897,United States,US,True,strict,Entire home/apt,2014.0,$858 ,$172 ,2.0,39.0
30267,30267,17717800,Crown Heights Greenroom,90115438171,verified,Michael,Brooklyn,Crown Heights,40.67641,-73.95736,United States,US,False,strict,Private room,2016.0,$987 ,$197 ,5.0,1.0
30268,30268,17718352,East Village Location to Experience Manhattan,60946418509,verified,Andrew,Manhattan,East Village,40.72603,-73.98469,United States,US,False,moderate,Private room,2015.0,$162 ,$32 ,2.0,5.0
30269,30269,17718905,Beautiful/Spacious 1 bed luxury flat-TriBeCa/Soho,54472371237,verified,Rum,Manhattan,Tribeca,40.72197,-74.00633,United States,US,False,moderate,Entire home/apt,2009.0,$950 ,$190 ,30.0,2.0
30270,30270,17719457,"Brooklyn, N.Y.  3 Bdrm House",23069400140,verified,Kristin,Brooklyn,Kensington,40.64187,-73.97376,United States,US,True,flexible,Entire home/apt,2017.0,$68 ,$14 ,7.0,0.0
30271,30271,17720009,Private room in lovely Brooklyn Apt,78931245633,verified,Matt,Brooklyn,Sunset Park,40.66289,-73.99815,United States,US,True,flexible,Private room,2019.0,$405 ,$81 ,21.0,0.0
30272,30272,17720562,Charming 1 Bedroom Apt in Sunnyside,27012258907,verified,Colleen,Queens,Sunnyside,40.74497,-73.91752,United States,US,False,strict,Entire home/apt,2003.0,$934 ,$187 ,1.0,16.0
30273,30273,17721114,Riverside Delight,49445038978,unconfirmed,Jose,Manhattan,Washington Heights,40.83913,-73.9461,United States,US,False,strict,Entire home/apt,2017.0,$680 ,$136 ,2.0,24.0
30274,30274,17721666,Amazing new private bedroom 5 min to subway,20637537436,verified,Sophie & Max,Brooklyn,Midwood,40.61204,-73.95501,United States,US,True,strict,Private room,2009.0,$790 ,$158 ,2.0,31.0
